ak,anchorage borough,0
ak,fairbanks north star borough,0
ak,kenai peninsula borough,1
ak,matanuska-susitna borough,0
al,baldwin county,1
al,barbour county,0
al,calhoun county,0
al,cherokee county,0
al,crenshaw county,0
al,dale county,0
al,henry county,0
al,jackson county,0
al,jefferson county,0
al,lee county,0
al,limestone county,0
al,madison county,0
al,marion county,0
al,mobile county,1
al,russell county,0
al,shelby county,0
al,st. clair county,0
al,talladega county,0
al,washington county,0
ar,crawford county,0
ar,crittenden county,0
ar,grant county,0
ar,independence county,0
ar,jefferson county,0
ar,johnson county,0
ar,marion county,0
ar,pulaski county,0
ar,white county,0
az,apache county,0
az,coconino county,0
az,gila county,0
az,graham county,0
az,la paz county,0
az,maricopa county,2
az,mohave county,0
az,navajo county,0
az,pima county,0
az,pinal county,0
az,yavapai county,0
az,yuma county,0
ca,alameda county,2
ca,butte county,0
ca,contra costa county,0
ca,fresno county,1
ca,humboldt county,0
ca,kern county,1
ca,kings county,0
ca,los angeles county,2
ca,madera county,0
ca,merced county,0
ca,monterey county,0
ca,napa county,0
ca,orange county,1
ca,placer county,0
ca,riverside county,0.030233519
ca,sacramento county,0
ca,san bernardino county,0
ca,san diego county,0.969766481
ca,san francisco county,1
ca,san joaquin county,0
ca,san luis obispo county,0
ca,san mateo county,0
ca,santa barbara county,0
ca,santa clara county,1
ca,shasta county,0
ca,solano county,0
ca,sonoma county,0
ca,stanislaus county,1
ca,sutter county,0
ca,tehama county,0
ca,trinity county,0
ca,tulare county,0
ca,ventura county,0
ca,yuba county,0
co,adams county,0
co,arapahoe county,0
co,denver county,0
co,douglas county,0
co,el paso county,0
co,jefferson county,0
co,larimer county,1
co,las animas county,1
co,montezuma county,0
co,pueblo county,0
co,weld county,0
ct,fairfield county,0
ct,hartford county,0
ct,litchfield county,0
ct,new london county,0
dc,district of columbia county,0
de,kent county,0
de,new castle county,0
fl,alachua county,0
fl,bay county,0
fl,brevard county,0
fl,broward county,2
fl,charlotte county,0
fl,citrus county,0
fl,clay county,0
fl,duval county,0
fl,escambia county,0
fl,hernando county,0
fl,hillsborough county,0
fl,indian river county,1
fl,lee county,0
fl,manatee county,0
fl,marion county,0
fl,martin county,0
fl,miami-dade county,1
fl,nassau county,0
fl,orange county,1
fl,palm beach county,1
fl,pasco county,0
fl,pinellas county,0
fl,polk county,0
fl,putnam county,0
fl,sarasota county,0
fl,volusia county,0
ga,bibb county,0
ga,bulloch county,0
ga,cherokee county,0
ga,clayton county,0
ga,cobb county,1
ga,colquitt county,1
ga,dekalb county,0
ga,douglas county,0
ga,effingham county,0
ga,fayette county,0
ga,forsyth county,0
ga,fulton county,0
ga,greene county,1
ga,habersham county,0
ga,houston county,0
ga,jasper county,0
ga,muscogee county,0
ga,paulding county,1
ga,polk county,0
ga,spalding county,0
ga,stewart county,0
ga,thomas county,0
hi,hawaii county,0
hi,honolulu county,0
ia,des moines county,0
ia,humboldt county,0
ia,iowa county,0
ia,keokuk county,0
ia,polk county,0
ia,scott county,0
ia,warren county,0
id,ada county,0
id,bannock county,0
id,bonner county,0
id,canyon county,0
id,elmore county,0
id,power county,0
il,cook county,1
il,dupage county,0
il,jersey county,0
il,jo daviess county,0
il,lake county,0
il,logan county,0
il,monroe county,0
il,moultrie county,0
il,peoria county,0
il,sangamon county,1
il,st. clair county,0
il,tazewell county,0
il,winnebago county,0
il,woodford county,0
in,bartholomew county,0
in,crawford county,0
in,dearborn county,0
in,elkhart county,0
in,franklin county,0
in,hamilton county,0
in,henry county,0
in,knox county,0
in,lake county,0
in,marion county,1
in,owen county,0
in,porter county,0
in,shelby county,0
in,tippecanoe county,0
in,vanderburgh county,0
ks,cowley county,0
ks,finney county,0
ks,geary county,0
ks,harvey county,0
ks,johnson county,0
ks,leavenworth county,0
ks,marion county,0
ks,sedgwick county,1
ks,shawnee county,0
ky,anderson county,0
ky,bath county,0
ky,fulton county,0
ky,garrard county,0
ky,greenup county,1
ky,jefferson county,0
ky,knott county,0
ky,knox county,0
ky,laurel county,0
ky,madison county,0
ky,nelson county,0
ky,owsley county,0
ky,shelby county,0
ky,warren county,0
ky,wayne county,0
la,acadia parish,0
la,claiborne parish,0
la,east baton rouge parish,1
la,evangeline parish,1
la,iberia parish,0
la,jefferson parish,0
la,lincoln parish,0
la,orleans parish,0
la,ouachita parish,0
la,red river parish,0
la,sabine parish,1
la,st. martin parish,0
la,st. tammany parish,0
la,terrebonne parish,0
la,union parish,0
ma,berkshire county,0
ma,bristol county,0
ma,worcester county,0
md,baltimore city county,0
md,baltimore county,0
md,frederick county,0
md,howard county,1
md,montgomery county,0
md,prince george's county,0
me,aroostook county,0
me,cumberland county,0
me,kennebec county,1
me,lincoln county,0
me,penobscot county,0
me,somerset county,0
me,york county,0
mi,eaton county,0
mi,kalkaska county,0
mi,kent county,1
mi,livingston county,0
mi,macomb county,0
mi,manistee county,0
mi,monroe county,0.002915012
mi,oakland county,0
mi,ottawa county,0
mi,saginaw county,1
mi,st. clair county,0
mi,wayne county,0.997084988
mn,chisago county,0
mn,hennepin county,1
mn,mille lacs county,0
mn,mower county,0
mn,ramsey county,0
mn,st. louis county,0
mn,washington county,0
mo,barry county,0
mo,boone county,0
mo,buchanan county,1
mo,butler county,0
mo,callaway county,0
mo,cape girardeau county,0
mo,cass county,0
mo,christian county,0
mo,clay county,0
mo,cole county,0
mo,greene county,0
mo,jackson county,2
mo,laclede county,0
mo,lawrence county,0
mo,newton county,0
mo,platte county,0
mo,scott county,0
mo,st. louis city county,0
mo,st. louis county,0
mo,vernon county,0
ms,desoto county,0
ms,forrest county,1
ms,harrison county,0
ms,hinds county,0
ms,lamar county,0
ms,lauderdale county,0
ms,lowndes county,0
ms,madison county,0
ms,neshoba county,0
ms,rankin county,0
ms,tate county,0
ms,washington county,0
ms,yalobusha county,1
mt,cascade county,0
mt,gallatin county,0
mt,yellowstone county,0
nc,burke county,0
nc,caldwell county,0
nc,catawba county,0
nc,chatham county,0
nc,cleveland county,0
nc,cumberland county,0
nc,durham county,0
nc,gaston county,0
nc,guilford county,0
nc,henderson county,0
nc,mecklenburg county,0
nc,orange county,0
nc,robeson county,0
nc,rowan county,0
nc,sampson county,0
nc,surry county,0
nc,union county,0
nc,wake county,0
nd,grand forks county,0
nd,morton county,0
nd,sioux county,0
nh,grafton county,0
nh,rockingham county,0
nj,camden county,0
nj,cumberland county,0
nj,essex county,0
nj,hudson county,0
nj,middlesex county,0
nj,ocean county,1
nj,passaic county,0
nm,bernalillo county,2
nm,chaves county,0
nm,cibola county,1
nm,dona ana county,0
nm,lincoln county,0
nm,mckinley county,0
nm,san juan county,1
