or,clackamas county,1.000001285
or,jackson county,1
or,lane county,1
or,malheur county,1
or,marion county,0.966510636
or,multnomah county,0.999990707
or,polk county,0.033489364
or,wasco county,1
or,washington county,1.000008008
pa,adams county,0
pa,allegheny county,4
pa,beaver county,0
pa,carbon county,0
pa,centre county,0
pa,huntingdon county,1
pa,lehigh county,1
pa,monroe county,1
pa,tioga county,1
pa,westmoreland county,1
sc,anderson county,1.000005419
sc,beaufort county,1
sc,berkeley county,1
sc,chester county,0.792845023
sc,chesterfield county,0.207154977
sc,colleton county,0
sc,darlington county,1
sc,georgetown county,0.999934647
sc,greenville county,1
sc,horry county,2
sc,laurens county,0
sc,lexington county,2
sc,orangeburg county,0
sc,pickens county,0.999994581
sc,spartanburg county,1
sc,union county,1
sc,williamsburg county,6.54E-05
sd,aurora county,1
sd,pennington county,1
sd,todd county,0
tn,anderson county,1
tn,bradley county,0
tn,campbell county,1
tn,carter county,1
tn,cheatham county,0
tn,claiborne county,1
tn,dyer county,1
tn,fayette county,0
tn,greene county,2
tn,hamblen county,0
tn,hamilton county,2
tn,hawkins county,0
tn,jefferson county,0
tn,knox county,0
tn,montgomery county,1
tn,rutherford county,2
tn,sevier county,0
tn,shelby county,3
tn,smith county,0
tn,sullivan county,3
tx,anderson county,0
tx,aransas county,0
tx,atascosa county,0
tx,bell county,1
tx,bexar county,7
tx,bowie county,1
tx,brazoria county,2.997885969
tx,burnet county,0
tx,caldwell county,0
tx,cameron county,1
tx,chambers county,0
tx,cochran county,1
tx,collin county,0.008641381
tx,comal county,0
tx,dallam county,0.780125724
tx,dallas county,7.321736601
tx,denton county,3.66994511
tx,ector county,3.998824707
tx,el paso county,3
tx,ellis county,0.000150444
tx,fort bend county,1.926025921
tx,freestone county,0
tx,gaines county,0
tx,galveston county,1.99963119
tx,gregg county,0.999440124
tx,guadalupe county,0
tx,hale county,1
tx,hardeman county,0
tx,hardin county,0
tx,harris county,11.38665971
tx,harrison county,0.000559876
tx,hartley county,0.219874276
tx,hays county,0
tx,hidalgo county,0.67957969
tx,hopkins county,0
tx,jefferson county,0
tx,kaufman county,0
tx,kendall county,0
tx,kerr county,0
tx,kinney county,1
tx,kleberg county,0
tx,martin county,0
tx,mclennan county,0
tx,medina county,0
tx,midland county,0.001175293
tx,montgomery county,4.02E-05
tx,nacogdoches county,0
tx,nolan county,1
tx,nueces county,0
tx,parker county,0
tx,potter county,0.604996361
tx,randall county,0.395003639
tx,rockwall county,0
tx,san patricio county,0
tx,scurry county,0
tx,tarrant county,5.999526464
tx,travis county,2.990269838
tx,walker county,0
tx,waller county,0.01017735
tx,ward county,1
tx,williamson county,0.009730162
tx,winkler county,0
tx,wise county,0
ut,carbon county,0
ut,davis county,0
ut,emery county,1
ut,iron county,1
ut,salt lake county,2
ut,weber county,0
va,cumberland county,0.004780478
va,newport news city,1
va,prince edward county,0.995219522
va,richmond city,0
va,roanoke city,1
va,rockingham county,1
va,scott county,1
va,virginia beach city,0
va,wythe county,0
vt,orange county,1
vt,rutland county,1
vt,washington county,0
wa,clark county,2
wa,cowlitz county,1
wa,franklin county,1
wa,grays harbor county,1
wa,king county,3
wa,kitsap county,0
wa,kittitas county,1
wa,lewis county,0
wa,pierce county,2
wa,snohomish county,0
wa,spokane county,2
wa,yakima county,0
wi,ashland county,1
wi,bayfield county,0
wi,calumet county,0.032993798
wi,clark county,1
wi,dane county,1
wi,eau claire county,0
wi,kewaunee county,1
wi,manitowoc county,1
wi,milwaukee county,2
wi,monroe county,1
wi,outagamie county,0.966397327
wi,racine county,0
wi,rock county,1
wi,washington county,0
wi,waukesha county,0
wi,winnebago county,1.000608875
wi,wood county,0
wv,cabell county,1.992509149
wv,fayette county,0
wv,harrison county,1
wv,kanawha county,2
wv,mcdowell county,0
wv,monongalia county,1
wv,nicholas county,1
wv,pocahontas county,1
wv,putnam county,1
wv,roane county,1
wv,wayne county,0.007490851
wy,fremont county,0
